Survey,Site,Transect,Cfreq,Number,Recorder,Species,Abundance,latin_name,Order,Family,Family_Eng,Genus,FamilyNum,SpeNum,Transect_No_bird
8,GZ,GZ3,low,X202208121700,CHW,长尾缝叶莺,2,Orthotomus sutorius,PASSERIFORMES,扇尾莺科,Cisticolidae,Orthotomus,84,960,GZ3X202208121700Orthotomus sutorius
8,GZ,GZ3,low,X202208121700,CHW,棕背伯劳,1,Lanius schach,PASSERIFORMES,伯劳科,Laniidae,Lanius,63,679,GZ3X202208121700Lanius schach
8,GZ,GZ3,low,X202208121700,CHW,棕颈钩嘴鹛,4,Pomatorhinus ruficollis,PASSERIFORMES,鹛科,Timaliidae,Pomatorhinus,85,975,GZ3X202208121700Pomatorhinus ruficollis
9,GZ,GZ1,low,X202209050630,HXL,大嘴乌鸦,2,Corvus macrorhynchos,PASSERIFORMES,鸦科,Corvidae,Corvus,69,744,GZ1X202209050630Corvus macrorhynchos
9,GZ,GZ1,low,X202209050630,HXL,红耳鹎,2,Pycnonotus jocosus,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,814,GZ1X202209050630Pycnonotus jocosus
9,GZ,GZ1,low,X202209050630,HXL,红胸啄花鸟,7,Dicaeum ignipectus,PASSERIFORMES,啄花鸟科,Dicaeidae,Dicaeum,104,1338,GZ1X202209050630Dicaeum ignipectus
9,GZ,GZ1,low,X202209050630,HXL,绿翅短脚鹎,5,Ixos mcclellandii,PASSERIFORMES,鹎科,Pycnonotidae,Ixos,76,802,GZ1X202209050630Ixos mcclellandii
9,GZ,GZ1,low,X202209050630,HXL,鹊鸲,1,Copsychus saularis,PASSERIFORMES,鹟科,Muscicapidae,Copsychus,101,1220,GZ1X202209050630Copsychus saularis
9,GZ,GZ1,low,X202209050630,HXL,小白腰雨燕,3,Apus nipalensis,APODIFORMES,雨燕科,Apodidae,Apus,45,551,GZ1X202209050630Apus nipalensis
9,GZ,GZ1,low,X202209050630,HXL,小鳞胸鹪鹛,1,Pnoepyga pusilla,PASSERIFORMES,鳞胸鹪鹛科,Pnoepygidae,Pnoepyga,78,837,GZ1X202209050630Pnoepyga pusilla
9,GZ,GZ1,low,X202209050630,HXL,棕颈钩嘴鹛,4,Pomatorhinus ruficollis,PASSERIFORMES,鹛科,Timaliidae,Pomatorhinus,85,975,GZ1X202209050630Pomatorhinus ruficollis
9,GZ,GZ2,low,X202209050630,ZJ,淡眉雀鹛,8,Alcippe hueti,PASSERIFORMES,雀鹛科,Alcippeidae,Alcippe,87,1009,GZ2X202209050630Alcippe hueti
9,GZ,GZ2,low,X202209050630,ZJ,高山短翅蝗莺,1,Locustella mandelli,PASSERIFORMES,蝗莺科,Locustellidae,Locustella,83,947,GZ2X202209050630Locustella mandelli
9,GZ,GZ2,low,X202209050630,ZJ,褐翅鸦鹃,1,Centropus sinensis,CUCULIFORMES,杜鹃科,Cuculidae,Centropus,39,478,GZ2X202209050630Centropus sinensis
9,GZ,GZ2,low,X202209050630,ZJ,红头穗鹛,2,Cyanoderma ruficeps,PASSERIFORMES,鹛科,Timaliidae,Cyanoderma,85,966,GZ2X202209050630Cyanoderma ruficeps
9,GZ,GZ2,low,X202209050630,ZJ,灰头绿啄木鸟,1,Picus canus,PICIFORMES,啄木鸟科,Picidae,Picus,54,617,GZ2X202209050630Picus canus
9,GZ,GZ2,low,X202209050630,ZJ,棕背伯劳,1,Lanius schach,PASSERIFORMES,伯劳科,Laniidae,Lanius,63,679,GZ2X202209050630Lanius schach
9,GZ,GZ3,low,X202209050630,CHW,暗绿绣眼鸟,1,Zosterops simplex,PASSERIFORMES,绣眼鸟科,Zosteropidae,Zosterops,91,1132,GZ3X202209050630Zosterops simplex
9,GZ,GZ3,low,X202209050630,CHW,叉尾太阳鸟,1,Aethopyga christinae,PASSERIFORMES,太阳鸟科,Nectariniidae,Aethopyga,105,1346,GZ3X202209050630Aethopyga christinae
9,GZ,GZ3,low,X202209050630,CHW,大嘴乌鸦,4,Corvus macrorhynchos,PASSERIFORMES,鸦科,Corvidae,Corvus,69,744,GZ3X202209050630Corvus macrorhynchos
9,GZ,GZ3,low,X202209050630,CHW,淡眉雀鹛,2,Alcippe hueti,PASSERIFORMES,雀鹛科,Alcippeidae,Alcippe,87,1009,GZ3X202209050630Alcippe hueti
9,GZ,GZ3,low,X202209050630,CHW,红耳鹎,2,Pycnonotus jocosus,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,814,GZ3X202209050630Pycnonotus jocosus
9,GZ,GZ3,low,X202209050630,CHW,红头穗鹛,3,Cyanoderma ruficeps,PASSERIFORMES,鹛科,Timaliidae,Cyanoderma,85,966,GZ3X202209050630Cyanoderma ruficeps
9,GZ,GZ3,low,X202209050630,CHW,红嘴相思鸟,2,Leiothrix lutea,PASSERIFORMES,噪鹛科,Leiothrichidae,Leiothrix,88,1041,GZ3X202209050630Leiothrix lutea
9,GZ,GZ3,low,X202209050630,CHW,棕背伯劳,1,Lanius schach,PASSERIFORMES,伯劳科,Laniidae,Lanius,63,679,GZ3X202209050630Lanius schach
9,GZ,GZ3,low,X202209050630,CHW,棕颈钩嘴鹛,3,Pomatorhinus ruficollis,PASSERIFORMES,鹛科,Timaliidae,Pomatorhinus,85,975,GZ3X202209050630Pomatorhinus ruficollis
9,GZ,GZ1,low,X202209051730,HXL,大嘴乌鸦,1,Corvus macrorhynchos,PASSERIFORMES,鸦科,Corvidae,Corvus,69,744,GZ1X202209051730Corvus macrorhynchos
9,GZ,GZ1,low,X202209051730,HXL,栗背短脚鹎,3,Hemixos castanonotus,PASSERIFORMES,鹎科,Pycnonotidae,Hemixos,76,801,GZ1X202209051730Hemixos castanonotus
9,GZ,GZ2,low,X202209051730,ZJ,叉尾太阳鸟,1,Aethopyga christinae,PASSERIFORMES,太阳鸟科,Nectariniidae,Aethopyga,105,1346,GZ2X202209051730Aethopyga christinae
9,GZ,GZ2,low,X202209051730,ZJ,淡眉雀鹛,3,Alcippe hueti,PASSERIFORMES,雀鹛科,Alcippeidae,Alcippe,87,1009,GZ2X202209051730Alcippe hueti
9,GZ,GZ2,low,X202209051730,ZJ,强脚树莺,1,Horornis fortipes,PASSERIFORMES,树莺科,Cettiidae,Horornis,79,845,GZ2X202209051730Horornis fortipes
9,GZ,GZ2,low,X202209051730,ZJ,棕颈钩嘴鹛,2,Pomatorhinus ruficollis,PASSERIFORMES,鹛科,Timaliidae,Pomatorhinus,85,975,GZ2X202209051730Pomatorhinus ruficollis
9,GZ,GZ3,low,X202209051730,CHW,暗绿绣眼鸟,1,Zosterops simplex,PASSERIFORMES,绣眼鸟科,Zosteropidae,Zosterops,91,1132,GZ3X202209051730Zosterops simplex
9,GZ,GZ3,low,X202209051730,CHW,白鹡鸰,2,Motacilla alba,PASSERIFORMES,鹡鸰科,Motacillidae,Motacilla,110,1387,GZ3X202209051730Motacilla alba
9,GZ,GZ3,low,X202209051730,CHW,大嘴乌鸦,4,Corvus macrorhynchos,PASSERIFORMES,鸦科,Corvidae,Corvus,69,744,GZ3X202209051730Corvus macrorhynchos
9,GZ,GZ3,low,X202209051730,CHW,普通翠鸟,1,Alcedo atthis,CORACIIFORMES,翠鸟科,Alcedinidae,Alcedo,48,564,GZ3X202209051730Alcedo atthis
9,GZ,GZ1,low,X202209060630,HXL,淡眉雀鹛,14,Alcippe hueti,PASSERIFORMES,雀鹛科,Alcippeidae,Alcippe,87,1009,GZ1X202209060630Alcippe hueti
9,GZ,GZ1,low,X202209060630,HXL,黑喉噪鹛,1,Pterorhinus chinensis,PASSERIFORMES,噪鹛科,Leiothrichidae,Pterorhinus,88,1068,GZ1X202209060630Pterorhinus chinensis
9,GZ,GZ1,low,X202209060630,HXL,小鳞胸鹪鹛,1,Pnoepyga pusilla,PASSERIFORMES,鳞胸鹪鹛科,Pnoepygidae,Pnoepyga,78,837,GZ1X202209060630Pnoepyga pusilla
9,GZ,GZ1,low,X202209060630,HXL,长尾缝叶莺,1,Orthotomus sutorius,PASSERIFORMES,扇尾莺科,Cisticolidae,Orthotomus,84,960,GZ1X202209060630Orthotomus sutorius
9,GZ,GZ1,low,X202209060630,HXL,棕颈钩嘴鹛,8,Pomatorhinus ruficollis,PASSERIFORMES,鹛科,Timaliidae,Pomatorhinus,85,975,GZ1X202209060630Pomatorhinus ruficollis
9,GZ,GZ2,low,X202209060630,ZJ,白腰文鸟,17,Lonchura striata,PASSERIFORMES,梅花雀科,Estrildidae,Lonchura,108,1369,GZ2X202209060630Lonchura striata
9,GZ,GZ2,low,X202209060630,ZJ,淡眉雀鹛,2,Alcippe hueti,PASSERIFORMES,雀鹛科,Alcippeidae,Alcippe,87,1009,GZ2X202209060630Alcippe hueti
9,GZ,GZ2,low,X202209060630,ZJ,红耳鹎,15,Pycnonotus jocosus,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,814,GZ2X202209060630Pycnonotus jocosus
9,GZ,GZ2,low,X202209060630,ZJ,金头拟缝叶莺,2,Phyllergates cucullatus,PASSERIFORMES,树莺科,Cettiidae,Phyllergates,79,841,GZ2X202209060630Phyllergates cucullatus
9,GZ,GZ2,low,X202209060630,ZJ,强脚树莺,1,Horornis fortipes,PASSERIFORMES,树莺科,Cettiidae,Horornis,79,845,GZ2X202209060630Horornis fortipes
9,GZ,GZ2,low,X202209060630,ZJ,小鳞胸鹪鹛,5,Pnoepyga pusilla,PASSERIFORMES,鳞胸鹪鹛科,Pnoepygidae,Pnoepyga,78,837,GZ2X202209060630Pnoepyga pusilla
9,GZ,GZ2,low,X202209060630,ZJ,长尾缝叶莺,1,Orthotomus sutorius,PASSERIFORMES,扇尾莺科,Cisticolidae,Orthotomus,84,960,GZ2X202209060630Orthotomus sutorius
9,GZ,GZ2,low,X202209060630,ZJ,棕背伯劳,1,Lanius schach,PASSERIFORMES,伯劳科,Laniidae,Lanius,63,679,GZ2X202209060630Lanius schach
9,GZ,GZ2,low,X202209060630,ZJ,棕颈钩嘴鹛,1,Pomatorhinus ruficollis,PASSERIFORMES,鹛科,Timaliidae,Pomatorhinus,85,975,GZ2X202209060630Pomatorhinus ruficollis
9,GZ,GZ3,low,X202209060630,CHW,大嘴乌鸦,4,Corvus macrorhynchos,PASSERIFORMES,鸦科,Corvidae,Corvus,69,744,GZ3X202209060630Corvus macrorhynchos
9,GZ,GZ3,low,X202209060630,CHW,淡眉雀鹛,2,Alcippe hueti,PASSERIFORMES,雀鹛科,Alcippeidae,Alcippe,87,1009,GZ3X202209060630Alcippe hueti
9,GZ,GZ3,low,X202209060630,CHW,红耳鹎,4,Pycnonotus jocosus,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,814,GZ3X202209060630Pycnonotus jocosus
9,GZ,GZ3,low,X202209060630,CHW,红嘴蓝鹊,2,Urocissa erythroryncha,PASSERIFORMES,鸦科,Corvidae,Urocissa,69,720,GZ3X202209060630Urocissa erythroryncha
9,GZ,GZ3,low,X202209060630,CHW,长尾缝叶莺,1,Orthotomus sutorius,PASSERIFORMES,扇尾莺科,Cisticolidae,Orthotomus,84,960,GZ3X202209060630Orthotomus sutorius
9,GZ,GZ3,low,X202209060630,CHW,棕背伯劳,1,Lanius schach,PASSERIFORMES,伯劳科,Laniidae,Lanius,63,679,GZ3X202209060630Lanius schach
9,GZ,GZ3,low,X202209060630,CHW,棕颈钩嘴鹛,3,Pomatorhinus ruficollis,PASSERIFORMES,鹛科,Timaliidae,Pomatorhinus,85,975,GZ3X202209060630Pomatorhinus ruficollis
10,GZ,GZ4,low,X202210081700,HXL,八哥,7,Acridotheres cristatellus,PASSERIFORMES,椋鸟科,Sturnidae,Acridotheres,99,1165,GZ4X202210081700Acridotheres cristatellus
10,GZ,GZ4,low,X202210081700,HXL,白喉短翅鸫,1,Brachypteryx leucophris,PASSERIFORMES,鹟科,Muscicapidae,Brachypteryx,101,1249,GZ4X202210081700Brachypteryx leucophris
10,GZ,GZ4,low,X202210081700,HXL,白头鹎,4,Pycnonotus sinensis,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,812,GZ4X202210081700Pycnonotus sinensis
10,GZ,GZ4,low,X202210081700,HXL,褐柳莺,1,Phylloscopus fuscatus,PASSERIFORMES,柳莺科,Phylloscopidae,Phylloscopus,81,881,GZ4X202210081700Phylloscopus fuscatus
10,GZ,GZ4,low,X202210081700,HXL,黑领椋鸟,2,Gracupica nigricollis,PASSERIFORMES,椋鸟科,Sturnidae,Gracupica,99,1171,GZ4X202210081700Gracupica nigricollis
10,GZ,GZ4,low,X202210081700,HXL,红耳鹎,27,Pycnonotus jocosus,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,814,GZ4X202210081700Pycnonotus jocosus
10,GZ,GZ4,low,X202210081700,HXL,小白腰雨燕,1,Apus nipalensis,APODIFORMES,雨燕科,Apodidae,Apus,45,551,GZ4X202210081700Apus nipalensis
10,GZ,GZ4,low,X202210081700,HXL,珠颈斑鸠,1,Spilopelia chinensis,COLUMBIFORMES,鸠鸽科,Columbidae,Spilopelia,38,459,GZ4X202210081700Spilopelia chinensis
10,GZ,GZ4,low,X202210081700,HXL,棕颈钩嘴鹛,1,Pomatorhinus ruficollis,PASSERIFORMES,鹛科,Timaliidae,Pomatorhinus,85,975,GZ4X202210081700Pomatorhinus ruficollis
10,GZ,GZ5,low,X202210081700,ZSY,大嘴乌鸦,2,Corvus macrorhynchos,PASSERIFORMES,鸦科,Corvidae,Corvus,69,744,GZ5X202210081700Corvus macrorhynchos
10,GZ,GZ5,low,X202210081700,ZSY,黑领椋鸟,2,Gracupica nigricollis,PASSERIFORMES,椋鸟科,Sturnidae,Gracupica,99,1171,GZ5X202210081700Gracupica nigricollis
10,GZ,GZ5,low,X202210081700,ZSY,红耳鹎,33,Pycnonotus jocosus,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,814,GZ5X202210081700Pycnonotus jocosus
10,GZ,GZ5,low,X202210081700,ZSY,红头穗鹛,3,Cyanoderma ruficeps,PASSERIFORMES,鹛科,Timaliidae,Cyanoderma,85,966,GZ5X202210081700Cyanoderma ruficeps
10,GZ,GZ5,low,X202210081700,ZSY,红嘴蓝鹊,1,Urocissa erythroryncha,PASSERIFORMES,鸦科,Corvidae,Urocissa,69,720,GZ5X202210081700Urocissa erythroryncha
10,GZ,GZ5,low,X202210081700,ZSY,画眉,2,Garrulax canorus,PASSERIFORMES,噪鹛科,Leiothrichidae,Garrulax,88,1050,GZ5X202210081700Garrulax canorus
10,GZ,GZ5,low,X202210081700,ZSY,家燕,3,Hirundo rustica,PASSERIFORMES,燕科,Hirundinidae,Hirundo,77,826,GZ5X202210081700Hirundo rustica
10,GZ,GZ5,low,X202210081700,ZSY,金腰燕,1,Cecropis daurica,PASSERIFORMES,燕科,Hirundinidae,Cecropis,77,831,GZ5X202210081700Cecropis daurica
10,GZ,GZ5,low,X202210081700,ZSY,棕颈钩嘴鹛,2,Pomatorhinus ruficollis,PASSERIFORMES,鹛科,Timaliidae,Pomatorhinus,85,975,GZ5X202210081700Pomatorhinus ruficollis
10,GZ,GZ6,low,X202210081700,CHW,白头鹎,1,Pycnonotus sinensis,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,812,GZ6X202210081700Pycnonotus sinensis
10,GZ,GZ6,low,X202210081700,CHW,大嘴乌鸦,2,Corvus macrorhynchos,PASSERIFORMES,鸦科,Corvidae,Corvus,69,744,GZ6X202210081700Corvus macrorhynchos
10,GZ,GZ6,low,X202210081700,CHW,淡眉雀鹛,2,Alcippe hueti,PASSERIFORMES,雀鹛科,Alcippeidae,Alcippe,87,1009,GZ6X202210081700Alcippe hueti
10,GZ,GZ6,low,X202210081700,CHW,红耳鹎,6,Pycnonotus jocosus,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,814,GZ6X202210081700Pycnonotus jocosus
10,GZ,GZ6,low,X202210081700,CHW,家燕,7,Hirundo rustica,PASSERIFORMES,燕科,Hirundinidae,Hirundo,77,826,GZ6X202210081700Hirundo rustica
10,GZ,GZ4,low,X202210090700,HXL,八哥,12,Acridotheres cristatellus,PASSERIFORMES,椋鸟科,Sturnidae,Acridotheres,99,1165,GZ4X202210090700Acridotheres cristatellus
10,GZ,GZ4,low,X202210090700,HXL,白喉短翅鸫,1,Brachypteryx leucophris,PASSERIFORMES,鹟科,Muscicapidae,Brachypteryx,101,1249,GZ4X202210090700Brachypteryx leucophris
10,GZ,GZ4,low,X202210090700,HXL,白头鹎,3,Pycnonotus sinensis,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,812,GZ4X202210090700Pycnonotus sinensis
10,GZ,GZ4,low,X202210090700,HXL,淡眉雀鹛,7,Alcippe hueti,PASSERIFORMES,雀鹛科,Alcippeidae,Alcippe,87,1009,GZ4X202210090700Alcippe hueti
10,GZ,GZ4,low,X202210090700,HXL,黑喉山鹪莺,2,Prinia superciliaris,PASSERIFORMES,扇尾莺科,Cisticolidae,Prinia,84,955,GZ4X202210090700Prinia superciliaris
10,GZ,GZ4,low,X202210090700,HXL,黑领椋鸟,2,Gracupica nigricollis,PASSERIFORMES,椋鸟科,Sturnidae,Gracupica,99,1171,GZ4X202210090700Gracupica nigricollis
10,GZ,GZ4,low,X202210090700,HXL,红耳鹎,21,Pycnonotus jocosus,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,814,GZ4X202210090700Pycnonotus jocosus
10,GZ,GZ4,low,X202210090700,HXL,红胸啄花鸟,1,Dicaeum ignipectus,PASSERIFORMES,啄花鸟科,Dicaeidae,Dicaeum,104,1338,GZ4X202210090700Dicaeum ignipectus
10,GZ,GZ4,low,X202210090700,HXL,鹊鸲,4,Copsychus saularis,PASSERIFORMES,鹟科,Muscicapidae,Copsychus,101,1220,GZ4X202210090700Copsychus saularis
10,GZ,GZ4,low,X202210090700,HXL,棕背伯劳,2,Lanius schach,PASSERIFORMES,伯劳科,Laniidae,Lanius,63,679,GZ4X202210090700Lanius schach
10,GZ,GZ4,low,X202210090700,HXL,棕颈钩嘴鹛,2,Pomatorhinus ruficollis,PASSERIFORMES,鹛科,Timaliidae,Pomatorhinus,85,975,GZ4X202210090700Pomatorhinus ruficollis
10,GZ,GZ5,low,X202210090700,ZSY,暗绿绣眼鸟,6,Zosterops simplex,PASSERIFORMES,绣眼鸟科,Zosteropidae,Zosterops,91,1132,GZ5X202210090700Zosterops simplex
10,GZ,GZ5,low,X202210090700,ZSY,八哥,46,Acridotheres cristatellus,PASSERIFORMES,椋鸟科,Sturnidae,Acridotheres,99,1165,GZ5X202210090700Acridotheres cristatellus
10,GZ,GZ5,low,X202210090700,ZSY,白头鹎,5,Pycnonotus sinensis,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,812,GZ5X202210090700Pycnonotus sinensis
10,GZ,GZ5,low,X202210090700,ZSY,叉尾太阳鸟,2,Aethopyga christinae,PASSERIFORMES,太阳鸟科,Nectariniidae,Aethopyga,105,1346,GZ5X202210090700Aethopyga christinae
10,GZ,GZ5,low,X202210090700,ZSY,大嘴乌鸦,1,Corvus macrorhynchos,PASSERIFORMES,鸦科,Corvidae,Corvus,69,744,GZ5X202210090700Corvus macrorhynchos
10,GZ,GZ5,low,X202210090700,ZSY,淡眉雀鹛,27,Alcippe hueti,PASSERIFORMES,雀鹛科,Alcippeidae,Alcippe,87,1009,GZ5X202210090700Alcippe hueti
10,GZ,GZ5,low,X202210090700,ZSY,黑短脚鹎,1,Hypsipetes leucocephalus,PASSERIFORMES,鹎科,Pycnonotidae,Hypsipetes,76,804,GZ5X202210090700Hypsipetes leucocephalus
10,GZ,GZ5,low,X202210090700,ZSY,黑领椋鸟,6,Gracupica nigricollis,PASSERIFORMES,椋鸟科,Sturnidae,Gracupica,99,1171,GZ5X202210090700Gracupica nigricollis
10,GZ,GZ5,low,X202210090700,ZSY,红耳鹎,26,Pycnonotus jocosus,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,814,GZ5X202210090700Pycnonotus jocosus
10,GZ,GZ5,low,X202210090700,ZSY,红头穗鹛,3,Cyanoderma ruficeps,PASSERIFORMES,鹛科,Timaliidae,Cyanoderma,85,966,GZ5X202210090700Cyanoderma ruficeps
10,GZ,GZ5,low,X202210090700,ZSY,红胸啄花鸟,2,Dicaeum ignipectus,PASSERIFORMES,啄花鸟科,Dicaeidae,Dicaeum,104,1338,GZ5X202210090700Dicaeum ignipectus
10,GZ,GZ5,low,X202210090700,ZSY,红嘴蓝鹊,1,Urocissa erythroryncha,PASSERIFORMES,鸦科,Corvidae,Urocissa,69,720,GZ5X202210090700Urocissa erythroryncha
10,GZ,GZ5,low,X202210090700,ZSY,灰鹡鸰,1,Motacilla cinerea,PASSERIFORMES,鹡鸰科,Motacillidae,Motacilla,110,1386,GZ5X202210090700Motacilla cinerea
10,GZ,GZ5,low,X202210090700,ZSY,金头拟缝叶莺,4,Phyllergates cucullatus,PASSERIFORMES,树莺科,Cettiidae,Phyllergates,79,841,GZ5X202210090700Phyllergates cucullatus
10,GZ,GZ5,low,X202210090700,ZSY,绿翅短脚鹎,3,Ixos mcclellandii,PASSERIFORMES,鹎科,Pycnonotidae,Ixos,76,802,GZ5X202210090700Ixos mcclellandii
10,GZ,GZ5,low,X202210090700,ZSY,小鳞胸鹪鹛,1,Pnoepyga pusilla,PASSERIFORMES,鳞胸鹪鹛科,Pnoepygidae,Pnoepyga,78,837,GZ5X202210090700Pnoepyga pusilla
10,GZ,GZ5,low,X202210090700,ZSY,长尾缝叶莺,1,Orthotomus sutorius,PASSERIFORMES,扇尾莺科,Cisticolidae,Orthotomus,84,960,GZ5X202210090700Orthotomus sutorius
10,GZ,GZ5,low,X202210090700,ZSY,棕颈钩嘴鹛,7,Pomatorhinus ruficollis,PASSERIFORMES,鹛科,Timaliidae,Pomatorhinus,85,975,GZ5X202210090700Pomatorhinus ruficollis
10,GZ,GZ6,low,X202210090700,CHW,白头鹎,1,Pycnonotus sinensis,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,812,GZ6X202210090700Pycnonotus sinensis
10,GZ,GZ6,low,X202210090700,CHW,赤红山椒鸟,7,Pericrocotus speciosus,PASSERIFORMES,鹃鵙科,Campephagidae,Pericrocotus,62,663,GZ6X202210090700Pericrocotus speciosus
10,GZ,GZ6,low,X202210090700,CHW,红耳鹎,21,Pycnonotus jocosus,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,814,GZ6X202210090700Pycnonotus jocosus
10,GZ,GZ6,low,X202210090700,CHW,黄颊山雀,17,Machlolophus spilonotus,PASSERIFORMES,山雀科,Paridae,Machlolophus,72,775,GZ6X202210090700Machlolophus spilonotus
10,GZ,GZ6,low,X202210090700,CHW,灰喉山椒鸟,2,Pericrocotus solaris,PASSERIFORMES,鹃鵙科,Campephagidae,Pericrocotus,62,660,GZ6X202210090700Pericrocotus solaris
10,GZ,GZ6,low,X202210090700,CHW,灰鹡鸰,2,Motacilla cinerea,PASSERIFORMES,鹡鸰科,Motacillidae,Motacilla,110,1386,GZ6X202210090700Motacilla cinerea
10,GZ,GZ6,low,X202210090700,CHW,家燕,8,Hirundo rustica,PASSERIFORMES,燕科,Hirundinidae,Hirundo,77,826,GZ6X202210090700Hirundo rustica
10,GZ,GZ6,low,X202210090700,CHW,长尾缝叶莺,2,Orthotomus sutorius,PASSERIFORMES,扇尾莺科,Cisticolidae,Orthotomus,84,960,GZ6X202210090700Orthotomus sutorius
10,GZ,GZ6,low,X202210090700,CHW,棕颈钩嘴鹛,4,Pomatorhinus ruficollis,PASSERIFORMES,鹛科,Timaliidae,Pomatorhinus,85,975,GZ6X202210090700Pomatorhinus ruficollis
10,GZ,GZ4,low,X202210091700,HXL,八哥,1,Acridotheres cristatellus,PASSERIFORMES,椋鸟科,Sturnidae,Acridotheres,99,1165,GZ4X202210091700Acridotheres cristatellus
10,GZ,GZ4,low,X202210091700,HXL,白喉红臀鹎,2,Pycnonotus aurigaster,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,817,GZ4X202210091700Pycnonotus aurigaster
10,GZ,GZ4,low,X202210091700,HXL,红耳鹎,8,Pycnonotus jocosus,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,814,GZ4X202210091700Pycnonotus jocosus
10,GZ,GZ4,low,X202210091700,HXL,鹊鸲,3,Copsychus saularis,PASSERIFORMES,鹟科,Muscicapidae,Copsychus,101,1220,GZ4X202210091700Copsychus saularis
10,GZ,GZ4,low,X202210091700,HXL,棕背伯劳,1,Lanius schach,PASSERIFORMES,伯劳科,Laniidae,Lanius,63,679,GZ4X202210091700Lanius schach
10,GZ,GZ4,low,X202210091700,HXL,棕颈钩嘴鹛,1,Pomatorhinus ruficollis,PASSERIFORMES,鹛科,Timaliidae,Pomatorhinus,85,975,GZ4X202210091700Pomatorhinus ruficollis
10,GZ,GZ5,low,X202210091700,ZSY,白喉红臀鹎,1,Pycnonotus aurigaster,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,817,GZ5X202210091700Pycnonotus aurigaster
10,GZ,GZ5,low,X202210091700,ZSY,大嘴乌鸦,3,Corvus macrorhynchos,PASSERIFORMES,鸦科,Corvidae,Corvus,69,744,GZ5X202210091700Corvus macrorhynchos
10,GZ,GZ5,low,X202210091700,ZSY,淡眉雀鹛,5,Alcippe hueti,PASSERIFORMES,雀鹛科,Alcippeidae,Alcippe,87,1009,GZ5X202210091700Alcippe hueti
10,GZ,GZ5,low,X202210091700,ZSY,红耳鹎,11,Pycnonotus jocosus,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,814,GZ5X202210091700Pycnonotus jocosus
10,GZ,GZ5,low,X202210091700,ZSY,红嘴蓝鹊,2,Urocissa erythroryncha,PASSERIFORMES,鸦科,Corvidae,Urocissa,69,720,GZ5X202210091700Urocissa erythroryncha
10,GZ,GZ5,low,X202210091700,ZSY,画眉,1,Garrulax canorus,PASSERIFORMES,噪鹛科,Leiothrichidae,Garrulax,88,1050,GZ5X202210091700Garrulax canorus
10,GZ,GZ5,low,X202210091700,ZSY,小鳞胸鹪鹛,1,Pnoepyga pusilla,PASSERIFORMES,鳞胸鹪鹛科,Pnoepygidae,Pnoepyga,78,837,GZ5X202210091700Pnoepyga pusilla
10,GZ,GZ6,low,X202210091700,CHW,叉尾太阳鸟,1,Aethopyga christinae,PASSERIFORMES,太阳鸟科,Nectariniidae,Aethopyga,105,1346,GZ6X202210091700Aethopyga christinae
10,GZ,GZ6,low,X202210091700,CHW,淡眉雀鹛,1,Alcippe hueti,PASSERIFORMES,雀鹛科,Alcippeidae,Alcippe,87,1009,GZ6X202210091700Alcippe hueti
10,GZ,GZ6,low,X202210091700,CHW,红耳鹎,19,Pycnonotus jocosus,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,814,GZ6X202210091700Pycnonotus jocosus
10,GZ,GZ6,low,X202210091700,CHW,家燕,16,Hirundo rustica,PASSERIFORMES,燕科,Hirundinidae,Hirundo,77,826,GZ6X202210091700Hirundo rustica
10,GZ,GZ1,low,X202210070700,HXL,白鹡鸰,5,Motacilla alba,PASSERIFORMES,鹡鸰科,Motacillidae,Motacilla,110,1387,GZ1X202210070700Motacilla alba
10,GZ,GZ1,low,X202210070700,HXL,白头鹎,3,Pycnonotus sinensis,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,812,GZ1X202210070700Pycnonotus sinensis
10,GZ,GZ1,low,X202210070700,HXL,叉尾太阳鸟,6,Aethopyga christinae,PASSERIFORMES,太阳鸟科,Nectariniidae,Aethopyga,105,1346,GZ1X202210070700Aethopyga christinae
